spset-old-default,spset-autotuned-fh_1_0,spset-autotuned-fh_1_1,spset-autotuned-fh_1_2,spset-sw-verif,spset-hw-bmc,sp-var-dec-heur,sp-learned-clause-sort-heur,sp-orig-clause-sort-heur,sp-res-order-heur,sp-clause-del-heur,sp-phase-dec-heur,sp-resolution,sp-use-pure-literal-rule,solving_time_feature1_2_7_10286,solving_time_feature8_2_7_10286,solving_time_feature9_1_2_10286,solving_time_feature10_1_2_8287,solving_time_feature11_2_7_4435,solving_time_feature12_2_7_4435,solving_time_amazon_micro_2_7_10286,solving_time_azure_2_7_10286,solving_time_amazon_nano_2_7_10286,solving_time_feature20_2_7_10286
0,1,0,1,1,0,0,1,1,0,1,1,1,0,0.05,0.02,0.03,0.495,0.355,0.22,0.31,0.02,0.62,0.135
1,1,0,1,1,0,0,1,1,0,1,1,1,0,5.015,5.01,5,5,5.02,5.02,5.015,5.02,5.025,5.02
0,0,1,1,1,0,0,1,1,0,1,1,1,0,0.14,0.065,0.04,0.08,0.3,0.07,0.725,0.075,1.555,0.1
1,0,1,1,1,0,0,1,1,0,1,1,1,0,5.01,5.01,5,5,5.02,5.02,5.03,5.015,5.04,5.015
0,1,1,1,1,0,0,1,1,0,1,1,1,0,0.055,0.02,0.04,0.505,0.355,0.205,0.26,0.02,0.575,0.125
1,1,1,1,1,0,0,1,1,0,1,1,1,0,5.015,5.01,5,5,5.02,5.02,5.04,5.01,5.03,5.015
0,0,0,0,0,1,0,1,1,0,1,1,1,0,0.035,0.015,0.02,0.14,0.2,0.095,0.2,0.015,0.41,0.04
1,0,0,0,0,1,0,1,1,0,1,1,1,0,5,5,5,5,4.07,5,5.025,5,5.035,5.02
0,1,0,0,0,1,0,1,1,0,1,1,1,0,0.07,0.03,0.065,0.26,0.14,0.04,0.355,0.03,0.71,0.005
1,1,0,0,0,1,0,1,1,0,1,1,1,0,5,5.01,5,5,5,5,5.01,5,5.055,5.015
0,0,1,0,0,1,0,1,1,0,1,1,1,0,0.04,0.02,0.02,0.14,0.315,0.135,0.19,0.015,0.38,0.04
1,0,1,0,0,1,0,1,1,0,1,1,1,0,5,5,5,5,4.04,5,5.015,5,5.06,5.02
0,1,1,0,0,1,0,1,1,0,1,1,1,0,0.065,0.03,0.07,0.25,0.145,0.04,0.31,0.02,0.69,0.005
1,1,1,0,0,1,0,1,1,0,1,1,1,0,5,5.01,5,5,5,5.005,5.01,5,5.045,5.015
0,0,0,1,0,1,0,1,1,0,1,1,1,0,0.035,0.02,0.02,0.14,0.205,0.095,0.17,0.015,0.37,0.04
1,0,0,1,0,1,0,1,1,0,1,1,1,0,5,5,5,5,5.005,5.01,5.015,5,5.005,5.015
0,1,0,1,0,1,0,1,1,0,1,1,1,0,0.075,0.04,0.07,0.26,0.07,0.04,0.395,0.035,0.795,0
1,1,0,1,0,1,0,1,1,0,1,1,1,0,5.01,5,5,5,5,5,5.01,5,5.035,5.015
0,0,1,1,0,1,0,1,1,0,1,1,1,0,0.04,0.02,0.02,0.13,0.2,0.1,0.19,0.01,0.405,0.04
1,0,1,1,0,1,0,1,1,0,1,1,1,0,5,5,5,5,5,5,5.01,5,5.01,5.02
0,1,1,1,0,1,0,1,1,0,1,1,1,0,0.075,0.025,0.07,0.25,0.065,0.04,0.37,0.025,0.78,0
1,1,1,1,0,1,0,1,1,0,1,1,1,0,5.005,5,5,5,5,5,5.005,5.005,5.02,5.02
0,0,0,0,1,1,0,1,1,0,1,1,1,0,0.04,0.02,0.02,0.14,0.16,0.24,0.185,0.01,0.415,0.1
1,0,0,0,1,1,0,1,1,0,1,1,1,0,5.01,5.01,5,5,5.01,5,5.01,5,5.025,5.02
0,1,0,0,1,1,0,1,1,0,1,1,1,0,0.105,0.045,0.07,0.255,0.06,0.04,0.5,0.04,1.025,0.005
1,1,0,0,1,1,0,1,1,0,1,1,1,0,5.01,5.01,5,5,5,5,5.025,5,5.045,5.02
0,0,1,0,1,1,0,1,1,0,1,1,1,0,0.04,0.015,0.02,0.14,0.16,0.235,0.205,0.015,0.41,0.09
1,0,1,0,1,1,0,1,1,0,1,1,1,0,5.01,5.01,5,5,5.005,5,5.03,5,5.03,5.02
0,1,1,0,1,1,0,1,1,0,1,1,1,0,0.1,0.04,0.07,0.26,0.06,0.04,0.49,0.04,1.06,0.005
1,1,1,0,1,1,0,1,1,0,1,1,1,0,5.005,5.01,5,5,5.005,5,5.015,5,5.04,5.01
0,0,0,1,1,1,0,1,1,0,1,1,1,0,0.04,0.02,0.02,0.14,0.155,0.235,0.17,0.01,0.395,0.095
1,0,0,1,1,1,0,1,1,0,1,1,1,0,5.005,5.01,5,5,5.01,5,5.015,5,5.045,5.02
0,1,0,1,1,1,0,1,1,0,1,1,1,0,0.105,0.05,0.07,0.255,0.06,0.04,0.485,0.04,1.06,0
1,1,0,1,1,1,0,1,1,0,1,1,1,0,5.01,5.01,5,5,5.005,5,5.02,5,5.015,5.01
0,0,1,1,1,1,0,1,1,0,1,1,1,0,0.04,0.015,0.02,0.14,0.15,0.23,0.195,0.01,0.425,0.1
1,0,1,1,1,1,0,1,1,0,1,1,1,0,5,5.01,5,5,5.005,5,5,5,5.015,5.02
0,1,1,1,1,1,0,1,1,0,1,1,1,0,0.095,0.05,0.07,0.26,0.06,0.04,0.505,0.04,1.025,0
1,1,1,1,1,1,0,1,1,0,1,1,1,0,5.005,5.01,5,5,5.01,5,5.015,5,5.05,5.02
0,0,0,0,0,0,1,1,1,0,1,1,1,0,0.04,0.015,0.065,0.125,0.61,0.115,0.205,0.01,0.395,0.1
1,0,0,0,0,0,1,1,1,0,1,1,1,0,5,5,5,5,5.005,5,5.015,5.005,5.085,5.02
0,1,0,0,0,0,1,1,1,0,1,1,1,0,0.06,0.02,0.015,0.975,0.55,0.07,0.29,0.02,0.7,0.07
1,1,0,0,0,0,1,1,1,0,1,1,1,0,5.01,4.205,5,5,5.015,1.365,5.02,3.68,5.04,5.015
0,0,1,0,0,0,1,1,1,0,1,1,1,0,0.025,0.005,0.07,0.125,0.51,0.19,0.14,0.005,0.33,0.09
1,0,1,0,0,0,1,1,1,0,1,1,1,0,0.52,0.235,5,5,0.315,5.01,2.49,0.22,5.04,5.02
0,1,1,0,0,0,1,1,1,0,1,1,1,0,0.095,0.04,0.015,0.98,0.04,0.245,0.51,0.04,1.045,0.07
1,1,1,0,0,0,1,1,1,0,1,1,1,0,5.01,5.01,5,5,0.235,5.01,5.02,5.01,5.025,5.015
0,0,0,1,0,0,1,1,1,0,1,1,1,0,0.03,0.01,0.065,0.125,0.015,0.07,0.15,0.01,0.31,0.1
1,0,0,1,0,0,1,1,1,0,1,1,1,0,5.03,5.02,5,5,5.02,5.025,5.03,5.02,5.045,5.015
0,1,0,1,0,0,1,1,1,0,1,1,1,0,0.03,0.01,0.015,0.98,0.07,0.035,0.15,0.01,0.285,0.06
1,1,0,1,0,0,1,1,1,0,1,1,1,0,5.025,5.04,5,5,5.02,5.02,5.015,5.04,5.08,5.015
0,0,1,1,0,0,1,1,1,0,1,1,1,0,0.04,0.015,0.065,0.13,0.065,0.04,0.21,0.01,0.415,0.095
1,0,1,1,0,0,1,1,1,0,1,1,1,0,5.03,5.02,5,5,5.01,5.03,5.03,5.02,5.09,5.02
0,1,1,1,0,0,1,1,1,0,1,1,1,0,0.02,0.01,0.02,0.96,0.075,0.01,0.12,0.005,0.23,0.065
1,1,1,1,0,0,1,1,1,0,1,1,1,0,5.025,5.02,5,5,5.02,5.03,5.02,5.025,5.07,5.015
0,0,0,0,1,0,1,1,1,0,1,1,1,0,0.11,0.045,0.04,0.085,0.035,0.04,0.56,0.04,1.11,0.105
1,0,0,0,1,0,1,1,1,0,1,1,1,0,5.01,5.01,5,5,5.02,5.02,5.03,5.01,5.055,5.02
0,1,0,0,1,0,1,1,1,0,1,1,1,0,0.13,0.06,0.03,0.505,0.15,0.055,0.635,0.05,1.34,0.13
1,1,0,0,1,0,1,1,1,0,1,1,1,0,5.01,5.01,5,5,5.015,5.02,5.03,5.01,5.02,5.015
0,0,1,0,1,0,1,1,1,0,1,1,1,0,0.04,0.02,0.04,0.08,0.18,0.01,0.215,0.02,0.455,0.1
1,0,1,0,1,0,1,1,1,0,1,1,1,0,5.01,5.01,5,5,5.02,5.02,5.02,5.01,5.05,5.015
0,1,1,0,1,0,1,1,1,0,1,1,1,0,0.11,0.05,0.03,0.5,0.02,0.085,0.535,0.045,1.2,0.13
1,1,1,0,1,0,1,1,1,0,1,1,1,0,5.01,5.01,5,5,5.015,5.02,5.05,5.01,5.085,5.02
0,0,0,1,1,0,1,1,1,0,1,1,1,0,0.02,0,0.04,0.08,0.05,0.11,0.06,0,0.225,0.105
1,0,0,1,1,0,1,1,1,0,1,1,1,0,5.01,4.865,5,5,3.7,5.02,5.055,4.415,5.04,5.02
0,1,0,1,1,0,1,1,1,0,1,1,1,0,0.025,0.005,0.035,0.515,0.325,0.07,0.14,0.005,0.185,0.13
1,1,0,1,1,0,1,1,1,0,1,1,1,0,3.52,1.51,5,5,5.02,5.02,5.04,1.41,5.035,5.02
0,0,1,1,1,0,1,1,1,0,1,1,1,0,0.02,0,0.04,0.08,0.055,0.055,0.06,0,0.16,0.1
1,0,1,1,1,0,1,1,1,0,1,1,1,0,5.01,5.01,5,5,5.015,5.02,5.01,5.015,5.035,5.015
0,1,1,1,1,0,1,1,1,0,1,1,1,0,0.07,0.03,0.035,0.505,0.05,0.09,0.28,0.025,0.475,0.125
1,1,1,1,1,0,1,1,1,0,1,1,1,0,5.01,5.01,5,5,2.87,5.02,5.015,5.01,5,5.02
0,0,0,0,0,1,1,1,1,0,1,1,1,0,0.04,0.02,0.02,0.14,0.085,0.08,0.2,0.01,0.25,0.04
1,0,0,0,0,1,1,1,1,0,1,1,1,0,5,5,5,5,5.01,5.01,5.02,5.005,5.05,5.02
0,1,0,0,0,1,1,1,1,0,1,1,1,0,0.08,0.035,0.07,0.25,0.22,0.32,0.4,0.03,0.56,0
1,1,0,0,0,1,1,1,1,0,1,1,1,0,5.005,5.01,5,5,5.01,5.01,5.03,5.005,5.045,5.02
0,0,1,0,0,1,1,1,1,0,1,1,1,0,0.04,0.015,0.02,0.15,0.1,0.22,0.175,0.005,0.22,0.04
1,0,1,0,0,1,1,1,1,0,1,1,1,0,5.01,5.01,5,5,5.01,5.01,5.02,5.01,5.02,5.02
0,1,1,0,0,1,1,1,1,0,1,1,1,0,0.09,0.04,0.07,0.265,0.14,0.08,0.45,0.035,0.605,0.01
1,1,1,0,0,1,1,1,1,0,1,1,1,0,5.005,5.01,5,5,5.01,5.01,5.01,5.01,5.055,5.02
0,0,0,1,0,1,1,1,1,0,1,1,1,0,0.035,0.02,0.02,0.145,0.055,0.06,0.2,0.01,0.28,0.04
1,0,0,1,0,1,1,1,1,0,1,1,1,0,5.01,5.005,5,5,5.01,5.01,5.01,5.01,5.025,5.02
0,1,0,1,0,1,1,1,1,0,1,1,1,0,0.065,0.025,0.07,0.25,0.085,0.145,0.34,0.02,0.46,0.005
1,1,0,1,0,1,1,1,1,0,1,1,1,0,5.01,5,5,5,5.005,5.01,5.01,5.01,5.035,5.02
0,0,1,1,0,1,1,1,1,0,1,1,1,0,0.04,0.02,0.02,0.14,0.12,0.105,0.16,0.02,0.285,0.04
1,0,1,1,0,1,1,1,1,0,1,1,1,0,5,5.01,5,5,5,5.01,5.015,5.005,5.03,5.02
0,1,1,1,0,1,1,1,1,0,1,1,1,0,0.065,0.025,0.07,0.25,0.1,0.12,0.27,0.03,0.445,0.01
1,1,1,1,0,1,1,1,1,0,1,1,1,0,0.9,0.4,5,5,5.005,5.01,3.25,0.38,5.02,5.015
0,0,0,0,1,1,1,1,1,0,1,1,1,0,0.04,0.02,0.02,0.145,0.245,0.105,0.13,0.02,0.34,0.1
1,0,0,0,1,1,1,1,1,0,1,1,1,0,5.005,5.01,5,5,5.01,5.01,5.025,5.005,5.015,5.02
0,1,0,0,1,1,1,1,1,0,1,1,1,0,0.095,0.04,0.065,0.25,0.16,0.11,0.36,0.04,0.665,0
1,1,0,0,1,1,1,1,1,0,1,1,1,0,5.01,5.01,5,5,5.01,5.01,5.015,5.01,5.035,5.02
0,0,1,0,1,1,1,1,1,0,1,1,1,0,0.035,0.02,0.02,0.14,0.285,0.08,0.15,0.02,0.27,0.1
1,0,1,0,1,1,1,1,1,0,1,1,1,0,5.01,5.01,5,5,5.01,5.01,5.02,5.005,5.02,5.02
0,1,1,0,1,1,1,1,1,0,1,1,1,0,0.075,0.03,0.065,0.25,0.145,0.15,0.29,0.03,0.51,0.01
1,1,1,0,1,1,1,1,1,0,1,1,1,0,5.005,5.01,5,5,5.01,5.01,5.005,5,5.035,5.02
0,0,0,1,1,1,1,1,1,0,1,1,1,0,0.04,0.02,0.02,0.14,0.225,0.06,0.155,0.01,0.25,0.09
1,0,0,1,1,1,1,1,1,0,1,1,1,0,5.005,5.01,5,5,5.01,5.01,5.01,5.01,5.02,5.01
0,1,0,1,1,1,1,1,1,0,1,1,1,0,0.085,0.04,0.07,0.26,0.09,0.135,0.335,0.035,0.6,0.005
1,1,0,1,1,1,1,1,1,0,1,1,1,0,5.01,5.01,5,5,5.01,5.01,5.015,5,5.05,5.015
0,0,1,1,1,1,1,1,1,0,1,1,1,0,0.04,0.015,0.02,0.14,0.05,0.08,0.155,0.01,0.255,0.095
1,0,1,1,1,1,1,1,1,0,1,1,1,0,5.005,5.005,5,5,5.01,5.01,5,5.01,5.03,5.02
0,1,1,1,1,1,1,1,1,0,1,1,1,0,0.065,0.03,0.065,0.255,0.105,0.085,0.24,0.025,0.44,0
1,1,1,1,1,1,1,1,1,0,1,1,1,0,5,5.01,5,5,5.01,5.01,5.015,5.005,5.02,5.02
0,0,0,0,0,0,0,0,0,1,1,1,1,0,0.01,0,0.06,0.13,0.11,0.04,0.06,0,0.14,0
1,0,0,0,0,0,0,0,0,1,1,1,1,0,5,5.01,5,5,5,5,5.005,5,5.035,5
0,1,0,0,0,0,0,0,0,1,1,1,1,0,0.06,0.03,0.02,0.98,0.01,0.04,0.255,0.025,0.46,0.035
1,1,0,0,0,0,0,0,0,1,1,1,1,0,5.01,5.01,5,5,5.01,5.01,5.01,5.01,5.02,5.015
0,0,1,0,0,0,0,0,0,1,1,1,1,0,0.01,0,0.065,0.125,0.01,0.095,0.055,0,0.09,0
1,0,1,0,0,0,0,0,0,1,1,1,1,0,5.01,5.02,5,5,5.015,5.01,5.045,5.02,5.04,5.01
0,1,1,0,0,0,0,0,0,1,1,1,1,0,0.02,0,0.02,0.97,0.05,0.18,0.06,0,0.13,0.005
1,1,1,0,0,0,0,0,0,1,1,1,1,0,4.95,2.095,5,5,5.01,5.01,5.04,1.955,5.015,2.28
0,0,0,1,0,0,0,0,0,1,1,1,1,0,0.02,0.01,0.065,0.12,0.06,0.215,0.105,0.005,0.145,0.01
1,0,0,1,0,0,0,0,0,1,1,1,1,0,5.03,5.02,5,5,5.02,5.03,5.04,5.02,5.015,5.02
0,1,0,1,0,0,0,0,0,1,1,1,1,0,0.025,0.01,0.015,0.985,0.03,0.04,0.115,0.01,0.32,0.01
1,1,0,1,0,0,0,0,0,1,1,1,1,0,5.03,5.02,5,5,5.02,5.03,5.015,5.02,5.04,5.02
0,0,1,1,0,0,0,0,0,1,1,1,1,0,0.02,0.01,0.06,0.12,0.07,0.205,0.095,0.01,0.23,0.01
1,0,1,1,0,0,0,0,0,1,1,1,1,0,5.03,5.02,5,5,5.02,5.03,5.02,5.02,5.03,5.02
0,1,1,1,0,0,0,0,0,1,1,1,1,0,0.025,0.01,0.02,0.98,0.03,0.04,0.115,0.01,0.305,0.02
1,1,1,1,0,0,0,0,0,1,1,1,1,0,5.03,5.02,5,5,5.02,5.03,5.03,5.02,5.045,5.02
0,0,0,0,1,0,0,0,0,1,1,1,1,0,0.15,0.07,0.04,0.08,0.29,0.065,0.635,0.065,1.51,0.055
1,0,0,0,1,0,0,0,0,1,1,1,1,0,5.01,5.01,5,5,5.02,5.02,5.025,5.01,5.095,5.02
0,1,0,0,1,0,0,0,0,1,1,1,1,0,0.055,0.02,0.035,0.5,0.34,0.225,0.225,0.02,0.6,0.03
1,1,0,0,1,0,0,0,0,1,1,1,1,0,5.015,5.01,5,5,5.02,5.02,5.025,5.015,5,5.02
0,0,1,0,1,0,0,0,0,1,1,1,1,0,0.155,0.07,0.04,0.09,0.31,0.065,0.61,0.075,1.57,0.065
1,0,1,0,1,0,0,0,0,1,1,1,1,0,5.015,5.01,5,5,5.02,5.02,5.005,5.01,5.04,5.015
0,1,1,0,1,0,0,0,0,1,1,1,1,0,0.055,0.02,0.03,0.5,0.345,0.23,0.24,0.02,0.57,0.035
1,1,1,0,1,0,0,0,0,1,1,1,1,0,5.015,5.01,5,5,5.02,5.02,5.02,5.01,5.015,5.02
0,0,0,1,1,0,0,0,0,1,1,1,1,0,0.15,0.07,0.04,0.08,0.305,0.06,0.62,0.06,1.545,0.065
1,0,0,1,1,0,0,0,0,1,1,1,1,0,5.01,5.01,5,5,5.02,5.02,5.015,5.01,5.03,5.015
0,1,0,1,1,0,0,0,0,1,1,1,1,0,0.055,0.02,0.035,0.52,0.345,0.225,0.205,0.02,0.585,0.03
1,1,0,1,1,0,0,0,0,1,1,1,1,0,5.015,5.01,5,5,5.02,5.02,5.01,5.01,5.04,5.02
0,0,1,1,1,0,0,0,0,1,1,1,1,0,0.15,0.07,0.04,0.08,0.305,0.07,0.585,0.065,1.61,0.065
1,0,1,1,1,0,0,0,0,1,1,1,1,0,5.01,5.01,5,5,5.02,5.02,5.045,5.01,5.04,5.015
0,1,1,1,1,0,0,0,0,1,1,1,1,0,0.05,0.02,0.03,0.485,0.335,0.23,0.305,0.02,0.55,0.03
1,1,1,1,1,0,0,0,0,1,1,1,1,0,5.02,5.01,5,5,5.02,5.02,5.03,5.015,5.025,5.015
0,0,0,0,0,1,0,0,0,1,1,1,1,0,0.04,0.02,0.02,0.14,0.205,0.095,0.195,0.01,0.4,0.02
1,0,0,0,0,1,0,0,0,1,1,1,1,0,5,5.005,5,5,4,5,5.015,5,5.055,5.01
0,1,0,0,0,1,0,0,0,1,1,1,1,0,0.07,0.03,0.07,0.255,0.15,0.04,0.33,0.025,0.67,0
1,1,0,0,0,1,0,0,0,1,1,1,1,0,5,5.01,5,5,5.01,5,5.03,5,5.04,5.005
0,0,1,0,0,1,0,0,0,1,1,1,1,0,0.04,0.015,0.02,0.14,0.315,0.135,0.175,0.01,0.385,0.02
1,0,1,0,0,1,0,0,0,1,1,1,1,0,5,5,5,5,4.05,5,5.02,5,5.045,5.01
0,1,1,0,0,1,0,0,0,1,1,1,1,0,0.065,0.03,0.065,0.26,0.14,0.04,0.36,0.03,0.725,0
1,1,1,0,0,1,0,0,0,1,1,1,1,0,5,5.01,5,5,5,5,5.03,5,5.035,5.01
0,0,0,1,0,1,0,0,0,1,1,1,1,0,0.04,0.02,0.02,0.14,0.2,0.1,0.165,0.02,0.455,0.02
1,0,0,1,0,1,0,0,0,1,1,1,1,0,5,5.005,5,5,5.005,5,5.01,5,5.025,5.01
0,1,0,1,0,1,0,0,0,1,1,1,1,0,0.075,0.03,0.07,0.26,0.07,0.04,0.39,0.03,0.805,0
1,1,0,1,0,1,0,0,0,1,1,1,1,0,5.005,5,5,5,5,5,5.015,5,5.055,5.01
0,0,1,1,0,1,0,0,0,1,1,1,1,0,0.04,0.015,0.02,0.145,0.2,0.085,0.195,0.015,0.345,0.02
1,0,1,1,0,1,0,0,0,1,1,1,1,0,5,5.005,5,5,5.005,5,5.015,5,5.02,5.01
0,1,1,1,0,1,0,0,0,1,1,1,1,0,0.07,0.04,0.07,0.26,0.07,0.04,0.39,0.03,0.775,0
1,1,1,1,0,1,0,0,0,1,1,1,1,0,5.01,5,5,5,5,5,5.02,5.005,5.03,5.01
0,0,0,0,1,1,0,0,0,1,1,1,1,0,0.04,0.02,0.02,0.14,0.16,0.25,0.2,0.01,0.405,0.02
1,0,0,0,1,1,0,0,0,1,1,1,1,0,5.01,5.01,5,5,5,5,5.005,5,5.025,5.01
0,1,0,0,1,1,0,0,0,1,1,1,1,0,0.1,0.04,0.07,0.25,0.06,0.04,0.5,0.05,0.98,0
1,1,0,0,1,1,0,0,0,1,1,1,1,0,5.01,5.01,5,5,5,5,5.01,5,5.03,5.01
0,0,1,0,1,1,0,0,0,1,1,1,1,0,0.04,0.02,0.02,0.145,0.16,0.24,0.2,0.02,0.41,0.015
1,0,1,0,1,1,0,0,0,1,1,1,1,0,5.01,5.01,5,5,5.01,5.005,5.01,5,5.04,5.005
0,1,1,0,1,1,0,0,0,1,1,1,1,0,0.1,0.05,0.07,0.255,0.06,0.04,0.505,0.04,1.075,0
1,1,1,0,1,1,0,0,0,1,1,1,1,0,5.005,5.01,5,5,5.01,5,5.035,5,5.045,5.01
0,0,0,1,1,1,0,0,0,1,1,1,1,0,0.04,0.02,0.02,0.14,0.16,0.23,0.195,0.01,0.375,0.02
1,0,0,1,1,1,0,0,0,1,1,1,1,0,5.005,5.005,5,5,5.005,5,5.02,5,5.02,5.01
0,1,0,1,1,1,0,0,0,1,1,1,1,0,0.105,0.045,0.07,0.26,0.06,0.04,0.485,0.04,1.085,0
1,1,0,1,1,1,0,0,0,1,1,1,1,0,5.005,5.01,5,5,5,5,5.01,5,5.03,5.01
0,0,1,1,1,1,0,0,0,1,1,1,1,0,0.04,0.02,0.02,0.14,0.155,0.23,0.195,0.02,0.38,0.01
1,0,1,1,1,1,0,0,0,1,1,1,1,0,5.01,5.01,5,5,5.005,5,5.03,5,5.015,5.01
0,1,1,1,1,1,0,0,0,1,1,1,1,0,0.1,0.045,0.07,0.245,0.06,0.04,0.515,0.04,1.04,0
1,1,1,1,1,1,0,0,0,1,1,1,1,0,5.01,5.01,5,5,5.01,5,5.01,5,5.06,5.01
0,0,0,0,0,0,1,0,0,1,1,1,1,0,0.04,0.02,0.06,0.12,0.61,0.11,0.195,0.01,0.405,0.015
1,0,0,0,0,0,1,0,0,1,1,1,1,0,5,5,5,5,5,5.005,5.01,5,5.04,5
0,1,0,0,0,0,1,0,0,1,1,1,1,0,0.055,0.03,0.02,1.02,0.555,0.075,0.29,0.02,0.66,0.035
1,1,0,0,0,0,1,0,0,1,1,1,1,0,5.01,4.175,5,5,5.01,1.38,5.015,3.79,5.035,5.01
0,0,1,0,0,0,1,0,0,1,1,1,1,0,0.025,0.01,0.065,0.13,0.48,0.185,0.16,0.01,0.335,0.015
1,0,1,0,0,0,1,0,0,1,1,1,1,0,0.52,0.25,5,5,0.31,5.01,2.56,0.22,5.025,1.08
0,1,1,0,0,0,1,0,0,1,1,1,1,0,0.095,0.04,0.02,0.98,0.04,0.24,0.465,0.045,1.065,0.03
1,1,1,0,0,0,1,0,0,1,1,1,1,0,5.01,5.01,5,5,0.23,5.01,5.015,5.01,5.055,5
0,0,0,1,0,0,1,0,0,1,1,1,1,0,0.03,0.01,0.065,0.12,0.015,0.08,0.13,0.01,0.37,0.01
1,0,0,1,0,0,1,0,0,1,1,1,1,0,5.03,5.02,5,5,5.02,5.02,5.02,5.02,5.055,5.015
0,1,0,1,0,0,1,0,0,1,1,1,1,0,0.03,0.005,0.015,0.99,0.075,0.04,0.155,0.01,0.345,0.065
1,1,0,1,0,0,1,0,0,1,1,1,1,0,5.025,5.04,5,5,5.02,5.02,5.06,5.04,5.05,5.01
0,0,1,1,0,0,1,0,0,1,1,1,1,0,0.04,0.015,0.06,0.13,0.07,0.045,0.2,0.015,0.365,0.01
1,0,1,1,0,0,1,0,0,1,1,1,1,0,5.025,5.02,5,5,5.01,5.03,5.01,5.02,5.07,2.675
0,1,1,1,0,0,1,0,0,1,1,1,1,0,0.02,0.01,0.02,0.965,0.075,0.01,0.13,0,0.235,0.135
1,1,1,1,0,0,1,0,0,1,1,1,1,0,5.025,5.02,5,5,5.02,5.03,5.035,5.02,5.065,4.22
0,0,0,0,1,0,1,0,0,1,1,1,1,0,0.105,0.05,0.04,0.08,0.035,0.04,0.54,0.045,1.155,0.015
1,0,0,0,1,0,1,0,0,1,1,1,1,0,5.01,5.01,5,5,5.02,5.02,5.04,5.01,5.075,5.01
0,1,0,0,1,0,1,0,0,1,1,1,1,0,0.13,0.06,0.04,0.505,0.15,0.055,0.635,0.05,1.275,0.035
1,1,0,0,1,0,1,0,0,1,1,1,1,0,5.01,5.01,5,5,5.02,5.02,5.015,5.01,5.07,5
0,0,1,0,1,0,1,0,0,1,1,1,1,0,0.04,0.015,0.04,0.08,0.19,0.01,0.19,0.02,0.405,0.015
1,0,1,0,1,0,1,0,0,1,1,1,1,0,5.01,5.01,5,5,5.02,5.02,5.05,5.01,5.065,5
0,1,1,0,1,0,1,0,0,1,1,1,1,0,0.1,0.05,0.035,0.5,0.02,0.075,0.52,0.045,1.155,0.025
1,1,1,0,1,0,1,0,0,1,1,1,1,0,5.01,5.01,5,5,5.02,5.02,5,5.01,5.015,5.01
0,0,0,1,1,0,1,0,0,1,1,1,1,0,0.02,0,0.04,0.08,0.055,0.105,0.115,0,0.23,0.015
1,0,0,1,1,0,1,0,0,1,1,1,1,0,5.01,4.885,5,5,3.7,5.02,5.035,4.59,5.045,5
0,1,0,1,1,0,1,0,0,1,1,1,1,0,0.025,0.01,0.035,0.495,0.32,0.06,0.12,0.01,0.24,0.045
1,1,0,1,1,0,1,0,0,1,1,1,1,0,3.515,1.52,5,5,5.02,5.02,5.005,1.395,5.04,3.39
0,0,1,1,1,0,1,0,0,1,1,1,1,0,0.02,0.005,0.04,0.08,0.055,0.06,0.105,0,0.185,0.015
1,0,1,1,1,0,1,0,0,1,1,1,1,0,5.01,5.01,5,5,5.02,5.015,5.03,5.01,5.05,0.605
0,1,1,1,1,0,1,0,0,1,1,1,1,0,0.065,0.03,0.03,0.5,0.05,0.095,0.32,0.025,0.71,0.04
1,1,1,1,1,0,1,0,0,1,1,1,1,0,5.01,5.01,5,5,2.89,5.02,5.015,5.01,5.045,5
0,0,0,0,0,1,1,0,0,1,1,1,1,0,0.04,0.02,0.02,0.14,0.085,0.08,0.205,0.015,0.355,0.02
1,0,0,0,0,1,1,0,0,1,1,1,1,0,5.005,5,5,5,5.01,5.01,5.01,5.01,5.04,5.01
0,1,0,0,0,1,1,0,0,1,1,1,1,0,0.085,0.035,0.07,0.255,0.215,0.33,0.415,0.03,0.84,0.04
1,1,0,0,0,1,1,0,0,1,1,1,1,0,5,5.01,5,5,5.01,5.01,5.005,5.01,5.05,4.96
0,0,1,0,0,1,1,0,0,1,1,1,1,0,0.04,0.02,0.02,0.14,0.1,0.205,0.18,0.01,0.34,0.015
1,0,1,0,0,1,1,0,0,1,1,1,1,0,5.01,5.01,5,5,5.01,5.01,5.005,5.01,5.045,5.005
0,1,1,0,0,1,1,0,0,1,1,1,1,0,0.085,0.04,0.07,0.255,0.135,0.08,0.44,0.04,0.825,0.045
1,1,1,0,0,1,1,0,0,1,1,1,1,0,5.01,5.01,5,5,5.01,5.01,5.03,5.01,5.025,5.01
0,0,0,1,0,1,1,0,0,1,1,1,1,0,0.04,0.01,0.02,0.14,0.055,0.06,0.165,0.01,0.395,0.02
1,0,0,1,0,1,1,0,0,1,1,1,1,0,5.01,5.01,5,5,5.01,5.01,5.01,5.01,5.075,5.005
0,1,0,1,0,1,1,0,0,1,1,1,1,0,0.065,0.025,0.07,0.245,0.08,0.15,0.32,0.025,0.7,0.04
1,1,0,1,0,1,1,0,0,1,1,1,1,0,5.01,5,5,5,5.01,5.005,5.02,5.01,5.02,2.835
0,0,1,1,0,1,1,0,0,1,1,1,1,0,0.04,0.02,0.02,0.14,0.135,0.105,0.195,0.01,0.375,0.02
1,0,1,1,0,1,1,0,0,1,1,1,1,0,5,5.01,5,5,5,5.01,5.03,5,5.04,5.005
